Source,Target,Type,Weight
imperium,uisitatio,Undirected,1
memorial,uisitatio,Undirected,1
memorial,consulo,Undirected,1
uisitatio,consulo,Undirected,1
uisitatio,cammer,Undirected,1
consulo,cammer,Undirected,1
consulo,communis,Undirected,1
cammer,communis,Undirected,1
cammer,decretum,Undirected,1
communis,decretum,Undirected,1
communis,praecipuus,Undirected,1
decretum,praecipuus,Undirected,1
decretum,res,Undirected,1
praecipuus,res,Undirected,1
praecipuus,cammer,Undirected,1
res,cammer,Undirected,1
res,scriptor,Undirected,1
cammer,scriptor,Undirected,1
tractatus,judicium,Undirected,1
tractatus,liber4,Undirected,1
judicium,liber4,Undirected,1
judicium,divido,Undirected,1
liber4,divido,Undirected,1
liber4,judicium,Undirected,1
divido,judicium,Undirected,1
divido,natura,Undirected,1
judicium,natura,Undirected,1
judicium,gener,Undirected,1
natura,gener,Undirected,1
natura,processus2,Undirected,1
gener,processus2,Undirected,1
gener,iudiciarius,Undirected,1
processus2,iudiciarius,Undirected,1
processus2,species,Undirected,1
iudiciarius,species,Undirected,1
iudiciarius,accuratus,Undirected,1
species,accuratus,Undirected,1
species,jus,Undirected,1
accuratus,jus,Undirected,1
accuratus,civilis1,Undirected,1
civilis1,canonicus,Undirected,1
civilis1,recessus2,Undirected,1
canonicus,recessus2,Undirected,1
canonicus,imperium,Undirected,1
recessus2,mos,Undirected,1
imperium,mos,Undirected,1
imperium,hodiernus,Undirected,1
mos,hodiernus,Undirected,1
mos,trado,Undirected,1
hodiernus,trado,Undirected,1
hodiernus,explico,Undirected,1
trado,explico,Undirected,1
obseruatio,practicus,Undirected,1
decretales,epistula,Undirected,1
decretales,addo,Undirected,1
epistula,addo,Undirected,1
epistula,casus1,Undirected,1
addo,casus1,Undirected,1
addo,bernardus,Undirected,1
casus1,bernardus,Undirected,1
casus1,glossator,Undirected,1
bernardus,glossator,Undirected,1
bernardus,index,Undirected,1
glossator,index,Undirected,1
glossator,ludouicus,Undirected,1
index,ludouicus,Undirected,1
index,bolognini,Undirected,1
ludouicus,bolognini,Undirected,1
ludouicus,recognitus,Undirected,1
bolognini,recognitus,Undirected,1
decretum,argumentum,Undirected,1
decretum,plenus,Undirected,1
argumentum,plenus,Undirected,1
argumentum,decretum,Undirected,1
plenus,decretum,Undirected,1
plenus,omne,Undirected,1
decretum,omne,Undirected,1
decretum,contineo,Undirected,1
omne,contineo,Undirected,1
omne,abundus,Undirected,1
contineo,abundus,Undirected,1
contineo,complector,Undirected,1
abundus,complector,Undirected,1
abundus,gratianus,Undirected,1
complector,gratianus,Undirected,1
complector,nec,Undirected,1
gratianus,nec,Undirected,1
gratianus,non,Undirected,1
nec,non,Undirected,1
nec,divisio,Undirected,1
non,divisio,Undirected,1
non,dominus,Undirected,1
divisio,dominus,Undirected,1
divisio,archidiaconus,Undirected,1
dominus,archidiaconus,Undirected,1
dominus,arbor1,Undirected,1
archidiaconus,arbor1,Undirected,1
archidiaconus,consanguinitas,Undirected,1
arbor1,consanguinitas,Undirected,1
arbor1,affinitas,Undirected,1
consanguinitas,affinitas,Undirected,1
consanguinitas,penitentialis,Undirected,1
affinitas,penitentialis,Undirected,1
affinitas,canon,Undirected,1
penitentialis,canon,Undirected,1
penitentialis,addo,Undirected,1
canon,addo,Undirected,1
canon,adicio,Undirected,1
addo,adicio,Undirected,1
addo,insuper,Undirected,1
adicio,insuper,Undirected,1
adicio,littera,Undirected,1
insuper,littera,Undirected,1
insuper,rubrus,Undirected,1
littera,rubrus,Undirected,1
littera,color,Undirected,1
rubrus,color,Undirected,1
rubrus,imprimo,Undirected,1
color,imprimo,Undirected,1
color,invenio,Undirected,1
imprimo,invenio,Undirected,1
imprimo,alius2,Undirected,1
invenio,alius2,Undirected,1
invenio,textus,Undirected,1
alius2,textus,Undirected,1
alius2,insero2,Undirected,1
textus,insero2,Undirected,1
textus,lector,Undirected,1
insero2,lector,Undirected,1
insero2,dirigo,Undirected,1
lector,dirigo,Undirected,1
pandectes,digestum,Undirected,1
pandectes,jus,Undirected,1
digestum,jus,Undirected,1
digestum,civilis1,Undirected,1
jus,justinianus,Undirected,1
civilis1,justinianus,Undirected,1
civilis1,tomus,Undirected,1
justinianus,tomus,Undirected,1
justinianus,primus,Undirected,1
tomus,primus,Undirected,1
tomus,vulgo2,Undirected,1
primus,vulgo2,Undirected,1
primus,digestum,Undirected,1
vulgo2,digestum,Undirected,1
vulgo2,vetus,Undirected,1
digestum,vetus,Undirected,1
digestum,appello,Undirected,1
vetus,appello,Undirected,1
vetus,egidio,Undirected,1
appello,egidio,Undirected,1
appello,perrino,Undirected,1
egidio,perrino,Undirected,1
egidio,denuo,Undirected,1
perrino,denuo,Undirected,1
perrino,recognitus,Undirected,1
denuo,recognitus,Undirected,1
denuo,scholium,Undirected,1
recognitus,scholium,Undirected,1
recognitus,illustro,Undirected,1
scholium,illustro,Undirected,1
scholium,accedo,Undirected,1
illustro,accedo,Undirected,1
illustro,jurisconsultus,Undirected,1
accedo,jurisconsultus,Undirected,1
accedo,nomino,Undirected,1
jurisconsultus,nomino,Undirected,1
jurisconsultus,liber4,Undirected,1
nomino,liber4,Undirected,1
nomino,pandectae,Undirected,1
liber4,pandectae,Undirected,1
liber4,consarcinare,Undirected,1
pandectae,consarcinare,Undirected,1
pandectae,auctor,Undirected,1
consarcinare,auctor,Undirected,1
consarcinare,angelus,Undirected,1
auctor,angelus,Undirected,1
auctor,politiano,Undirected,1
angelus,politiano,Undirected,1
pandectae,jus,Undirected,2
pandectae,civilis1,Undirected,2
infortiatum,pandectae,Undirected,1
infortiatum,jus,Undirected,1
decretales,liber4,Undirected,1
codex,justinianus,Undirected,1
codex,vetustus,Undirected,1
justinianus,vetustus,Undirected,1
justinianus,exemplar,Undirected,1
vetustus,exemplar,Undirected,1
vetustus,fides1,Undirected,1
exemplar,fides1,Undirected,1
exemplar,diligens,Undirected,1
fides1,diligens,Undirected,1
imperator,justinianus,Undirected,1
imperator,uolumen,Undirected,1
justinianus,uolumen,Undirected,1
justinianus,lex,Undirected,1
uolumen,lex,Undirected,1
uolumen,doctor,Undirected,1
lex,doctor,Undirected,1
lex,vivus,Undirected,1
doctor,vivus,Undirected,1
doctor,annotatio,Undirected,1
vivus,annotatio,Undirected,1
vivus,antiquus,Undirected,1
annotatio,antiquus,Undirected,1
annotatio,codex,Undirected,1
antiquus,codex,Undirected,1
antiquus,collatio,Undirected,1
codex,collatio,Undirected,1
pandectae,cameralis,Undirected,1
pandectae,novus,Undirected,1
cameralis,novus,Undirected,1
cameralis,constitutio,Undirected,1
novus,constitutio,Undirected,1
novus,imperium,Undirected,1
constitutio,editio,Undirected,1
imperium,editio,Undirected,1
imperium,tertius,Undirected,1
editio,tertius,Undirected,1
editio,accessio,Undirected,1
tertius,accessio,Undirected,1
tertius,adorno,Undirected,1
accessio,adorno,Undirected,1
accessio,zubrodt,Undirected,1
adorno,zubrodt,Undirected,1
